FormCurve-ID;Date;Season;League;Division;Season_Type;Team_long;Opponent_long;Team;Opponent;Home;PTS;OPP_PTS
28.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Berlin Braves Baskets_RheinStars Köln;28.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Berlin Braves Baskets;RheinStars Köln;Braves Berlin;RS Köln;1;75;76
28.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Würzburg Baskets Akademie_BBA Giants Kornwestheim;28.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Würzburg Baskets Akademie;BBA Giants Kornwestheim;Würzburg;Kornwestheim;0;82;55
28.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_USC Heidelberg_HAKRO Merlins Crailsheim;28.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;USC Heidelberg;HAKRO Merlins Crailsheim;Heidelberg;Crailsheim;0;106;55
28.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_TS Jahn München_Team Südhessen;28.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;TS Jahn München;Team Südhessen;Jahn München;Südhessen;0;67;81
28.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_TG Hanau_Orange Academy;28.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;TG Hanau;Orange Academy;TG Hanau;Orange;1;87;65
28.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Team Südhessen_TS Jahn München;28.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Team Südhessen;TS Jahn München;Südhessen;Jahn München;1;81;67
28.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_SG Junior Löwen Braunschweig_ART Giants Düsseldorf;28.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;SG Junior Löwen Braunschweig;ART Giants Düsseldorf;Braunschweig;Düsseldorf;0;75;66
28.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Phoenix Hagen_Dresden Titans;28.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Phoenix Hagen;Dresden Titans;Phoenix Hagen;Dresden;0;61;69
28.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Orange Academy_TG Hanau;28.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Orange Academy;TG Hanau;Orange;TG Hanau;0;65;87
28.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Metropol Baskets Ruhr_Basketball Löwen Erfurt;28.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Metropol Baskets Ruhr;Basketball Löwen Erfurt;Metropol Ruhr;Löwen Erfurt;0;79;72
28.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_HAKRO Merlins Crailsheim_USC Heidelberg;28.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;HAKRO Merlins Crailsheim;USC Heidelberg;Crailsheim;Heidelberg;1;55;106
28.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Dresden Titans_Phoenix Hagen;28.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Dresden Titans;Phoenix Hagen;Dresden;Phoenix Hagen;1;69;61
28.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_BBA Giants Kornwestheim_Würzburg Baskets Akademie;28.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;BBA Giants Kornwestheim;Würzburg Baskets Akademie;Kornwestheim;Würzburg;1;55;82
28.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Basketball Löwen Erfurt_Metropol Baskets Ruhr;28.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Basketball Löwen Erfurt;Metropol Baskets Ruhr;Löwen Erfurt;Metropol Ruhr;1;72;79
28.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_ART Giants Düsseldorf_SG Junior Löwen Braunschweig;28.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;ART Giants Düsseldorf;SG Junior Löwen Braunschweig;Düsseldorf;Braunschweig;1;66;75
28.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Young Rasta Dragons_Baskets Juniors Oldenburg;28.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Young Rasta Dragons;Baskets Juniors Oldenburg;Rasta Vechta;Oldenburg;1;72;78
28.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_UBC Münster_Bayer Giants Leverkusen;28.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;UBC Münster;Bayer Giants Leverkusen;Münster;Leverkusen;0;80;72
28.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Team Urspring_KICKZ IBAM;28.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Team Urspring;KICKZ IBAM;Urspring;IBAM;1;77;79
28.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_ROTH Energie BBA GIESSEN 46ers_Niners Chemnitz Academy;28.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;ROTH Energie BBA GIESSEN 46ers;Niners Chemnitz Academy;Giessen;Chemnitz;1;86;77
28.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Niners Chemnitz Academy_ROTH Energie BBA GIESSEN 46ers;28.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Niners Chemnitz Academy;ROTH Energie BBA GIESSEN 46ers;Chemnitz;Giessen;0;77;86
28.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_KICKZ IBAM_Team Urspring;28.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;KICKZ IBAM;Team Urspring;IBAM;Urspring;0;79;77
28.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Baskets Paderborn;28.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Baskets Paderborn;Hamburg;Paderborn;0;75;80
28.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bayer Giants Leverkusen_UBC Münster;28.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bayer Giants Leverkusen;UBC Münster;Leverkusen;Münster;1;72;80
28.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Paderborn_Hamburg Towers;28.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Paderborn;Hamburg Towers;Paderborn;Hamburg;1;80;75
28.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Juniors Oldenburg_Young Rasta Dragons;28.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Juniors Oldenburg;Young Rasta Dragons;Oldenburg;Rasta Vechta;0;78;72
31.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Porsche BBA Ludwigsburg_KICKZ IBAM;31.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Porsche BBA Ludwigsburg;KICKZ IBAM;Ludwigsburg;IBAM;1;84;74
31.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_KICKZ IBAM_Porsche BBA Ludwigsburg;31.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;KICKZ IBAM;Porsche BBA Ludwigsburg;IBAM;Ludwigsburg;0;74;84
04.02.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Tornados Franken_ratiopharm Ulm;04.02.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Tornados Franken;ratiopharm Ulm;Nürnberg;ratiopharm Ulm;0;96;101
04.02.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Bonn/Rhöndorf_Berlin Braves Baskets;04.02.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Bonn/Rhöndorf;Berlin Braves Baskets;Bonn-Rhöndorf;Braves Berlin;1;71;66
04.02.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_ratiopharm Ulm_Tornados Franken;04.02.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;ratiopharm Ulm;Tornados Franken;ratiopharm Ulm;Nürnberg;1;101;96
04.02.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Berlin Braves Baskets_Team Bonn/Rhöndorf;04.02.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Berlin Braves Baskets;Team Bonn/Rhöndorf;Braves Berlin;Bonn-Rhöndorf;0;66;71
04.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Würzburg Baskets Akademie_TS Jahn München;04.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Würzburg Baskets Akademie;TS Jahn München;Würzburg;Jahn München;1;76;70
04.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_TS Jahn München_Würzburg Baskets Akademie;04.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;TS Jahn München;Würzburg Baskets Akademie;Jahn München;Würzburg;0;70;76
04.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_SG Junior Löwen Braunschweig_BBA Hagen;04.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;SG Junior Löwen Braunschweig;BBA Hagen;Braunschweig;BBA Hagen;1;93;91
04.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_BBA Hagen_SG Junior Löwen Braunschweig;04.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;BBA Hagen;SG Junior Löwen Braunschweig;BBA Hagen;Braunschweig;0;91;93
04.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_ROTH Energie BBA GIESSEN 46ers_Medipolis SC Jena;04.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;ROTH Energie BBA GIESSEN 46ers;Medipolis SC Jena;Giessen;SC Jena;0;69;99
04.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Medipolis SC Jena_ROTH Energie BBA GIESSEN 46ers;04.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Medipolis SC Jena;ROTH Energie BBA GIESSEN 46ers;SC Jena;Giessen;1;99;69
04.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_KICKZ IBAM_Bamberg freakcity academy;04.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;KICKZ IBAM;Bamberg freakcity academy;IBAM;Bamberg;1;83;76
04.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bamberg freakcity academy_KICKZ IBAM;04.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bamberg freakcity academy;KICKZ IBAM;Bamberg;IBAM;0;76;83
07.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Bamberg freakcity academy;07.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Bamberg freakcity academy;FC Bayern;Bamberg;0;96;92
07.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bamberg freakcity academy_FC Bayern München;07.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bamberg freakcity academy;FC Bayern München;Bamberg;FC Bayern;1;92;96
11.02.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_VfL Kirchheim Knights_Tornados Franken;11.02.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;VfL Kirchheim Knights;Tornados Franken;Kirchheim;Nürnberg;0;81;94
11.02.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Tornados Franken_VfL Kirchheim Knights;11.02.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Tornados Franken;VfL Kirchheim Knights;Nürnberg;Kirchheim;1;94;81
11.02.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Bonn/Rhöndorf_Berlin Braves Baskets;11.02.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Bonn/Rhöndorf;Berlin Braves Baskets;Bonn-Rhöndorf;Braves Berlin;0;59;64
11.02.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Berlin Braves Baskets_Team Bonn/Rhöndorf;11.02.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Berlin Braves Baskets;Team Bonn/Rhöndorf;Braves Berlin;Bonn-Rhöndorf;1;64;59
11.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_USC Heidelberg_Orange Academy;11.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;USC Heidelberg;Orange Academy;Heidelberg;Orange;1;71;84
11.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_TG Hanau_BBA Giants Kornwestheim;11.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;TG Hanau;BBA Giants Kornwestheim;TG Hanau;Kornwestheim;1;66;58
11.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Team Südhessen_HAKRO Merlins Crailsheim;11.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Team Südhessen;HAKRO Merlins Crailsheim;Südhessen;Crailsheim;1;81;78
11.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_SG Junior Löwen Braunschweig_Metropol Baskets Ruhr;11.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;SG Junior Löwen Braunschweig;Metropol Baskets Ruhr;Braunschweig;Metropol Ruhr;0;55;103
11.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Rostock Seawolves_Phoenix Hagen;11.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Rostock Seawolves;Phoenix Hagen;Rostock;Phoenix Hagen;0;96;95
11.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Phoenix Hagen_Rostock Seawolves;11.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Phoenix Hagen;Rostock Seawolves;Phoenix Hagen;Rostock;1;95;96
11.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Orange Academy_USC Heidelberg;11.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Orange Academy;USC Heidelberg;Orange;Heidelberg;0;84;71
11.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Metropol Baskets Ruhr_SG Junior Löwen Braunschweig;11.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Metropol Baskets Ruhr;SG Junior Löwen Braunschweig;Metropol Ruhr;Braunschweig;1;103;55
11.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_HAKRO Merlins Crailsheim_Team Südhessen;11.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;HAKRO Merlins Crailsheim;Team Südhessen;Crailsheim;Südhessen;0;78;81
11.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_BBA Giants Kornwestheim_TG Hanau;11.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;BBA Giants Kornwestheim;TG Hanau;Kornwestheim;TG Hanau;0;58;66
11.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Young Rasta Dragons_Baskets Paderborn;11.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Young Rasta Dragons;Baskets Paderborn;Rasta Vechta;Paderborn;0;69;72
11.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_UBC Münster_Hamburg Towers;11.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;UBC Münster;Hamburg Towers;Münster;Hamburg;1;79;88
11.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_ROTH Energie BBA GIESSEN 46ers_Porsche BBA Ludwigsburg;11.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;ROTH Energie BBA GIESSEN 46ers;Porsche BBA Ludwigsburg;Giessen;Ludwigsburg;1;95;92
11.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Porsche BBA Ludwigsburg_ROTH Energie BBA GIESSEN 46ers;11.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Porsche BBA Ludwigsburg;ROTH Energie BBA GIESSEN 46ers;Ludwigsburg;Giessen;0;92;95
11.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Niners Chemnitz Academy_KICKZ IBAM;11.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Niners Chemnitz Academy;KICKZ IBAM;Chemnitz;IBAM;1;84;77
11.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Medipolis SC Jena_Bamberg freakcity academy;11.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Medipolis SC Jena;Bamberg freakcity academy;SC Jena;Bamberg;1;97;67
11.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_KICKZ IBAM_Niners Chemnitz Academy;11.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;KICKZ IBAM;Niners Chemnitz Academy;IBAM;Chemnitz;0;77;84
11.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_UBC Münster;11.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;UBC Münster;Hamburg;Münster;0;88;79
11.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Eisbären Bremerhaven_Baskets Juniors Oldenburg;11.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Eisbären Bremerhaven;Baskets Juniors Oldenburg;Bremerhaven;Oldenburg;1;36;88
11.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bayer Giants Leverkusen_Alba Berlin;11.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bayer Giants Leverkusen;Alba Berlin;Leverkusen;Alba Berlin;0;73;65
11.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Paderborn_Young Rasta Dragons;11.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Paderborn;Young Rasta Dragons;Paderborn;Rasta Vechta;1;72;69
11.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Juniors Oldenburg_Eisbären Bremerhaven;11.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Juniors Oldenburg;Eisbären Bremerhaven;Oldenburg;Bremerhaven;0;88;36
11.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bamberg freakcity academy_Medipolis SC Jena;11.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bamberg freakcity academy;Medipolis SC Jena;Bamberg;SC Jena;0;67;97
11.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Alba Berlin_Bayer Giants Leverkusen;11.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Alba Berlin;Bayer Giants Leverkusen;Alba Berlin;Leverkusen;1;65;73
14.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Porsche BBA Ludwigsburg_Bamberg freakcity academy;14.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Porsche BBA Ludwigsburg;Bamberg freakcity academy;Ludwigsburg;Bamberg;0;65;74
14.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Niners Chemnitz Academy_KICKZ IBAM;14.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Niners Chemnitz Academy;KICKZ IBAM;Chemnitz;IBAM;0;86;85
14.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_KICKZ IBAM_Niners Chemnitz Academy;14.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;KICKZ IBAM;Niners Chemnitz Academy;IBAM;Chemnitz;1;85;86
14.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bamberg freakcity academy_Porsche BBA Ludwigsburg;14.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bamberg freakcity academy;Porsche BBA Ludwigsburg;Bamberg;Ludwigsburg;1;74;65
15.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Medipolis SC Jena_FC Bayern München;15.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Medipolis SC Jena;FC Bayern München;SC Jena;FC Bayern;0;78;90
15.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Medipolis SC Jena;15.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Medipolis SC Jena;FC Bayern;SC Jena;1;90;78
16.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Young Rasta Dragons_Eisbären Bremerhaven;16.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Young Rasta Dragons;Eisbären Bremerhaven;Rasta Vechta;Bremerhaven;1;90;71
16.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Eisbären Bremerhaven_Young Rasta Dragons;16.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Eisbären Bremerhaven;Young Rasta Dragons;Bremerhaven;Rasta Vechta;0;71;90
17.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bayer Giants Leverkusen_Baskets Paderborn;17.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bayer Giants Leverkusen;Baskets Paderborn;Leverkusen;Paderborn;1;74;73
17.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Paderborn_Bayer Giants Leverkusen;17.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Paderborn;Bayer Giants Leverkusen;Paderborn;Leverkusen;0;73;74
18.02.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_VfL Kirchheim Knights_Tornados Franken;18.02.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;VfL Kirchheim Knights;Tornados Franken;Kirchheim;Nürnberg;1;70;82
18.02.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Tornados Franken_VfL Kirchheim Knights;18.02.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Tornados Franken;VfL Kirchheim Knights;Nürnberg;Kirchheim;0;82;70
18.02.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_ratiopharm Ulm_Eintracht Frankfurt;18.02.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;ratiopharm Ulm;Eintracht Frankfurt;ratiopharm Ulm;Frankfurt;1;67;76
18.02.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Eintracht Frankfurt_ratiopharm Ulm;18.02.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Eintracht Frankfurt;ratiopharm Ulm;Frankfurt;ratiopharm Ulm;0;76;67
18.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Würzburg Baskets Akademie_Orange Academy;18.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Würzburg Baskets Akademie;Orange Academy;Würzburg;Orange;0;105;82
18.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_USC Heidelberg_TS Jahn München;18.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;USC Heidelberg;TS Jahn München;Heidelberg;Jahn München;0;85;82
18.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_TS Jahn München_USC Heidelberg;18.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;TS Jahn München;USC Heidelberg;Jahn München;Heidelberg;1;82;85
18.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_TG Hanau_HAKRO Merlins Crailsheim;18.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;TG Hanau;HAKRO Merlins Crailsheim;TG Hanau;Crailsheim;0;75;77
18.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Team Südhessen_BBA Giants Kornwestheim;18.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Team Südhessen;BBA Giants Kornwestheim;Südhessen;Kornwestheim;0;76;62
18.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Rostock Seawolves_Metropol Baskets Ruhr;18.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Rostock Seawolves;Metropol Baskets Ruhr;Rostock;Metropol Ruhr;1;93;72
18.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Orange Academy_Würzburg Baskets Akademie;18.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Orange Academy;Würzburg Baskets Akademie;Orange;Würzburg;1;82;105
18.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Metropol Baskets Ruhr_Rostock Seawolves;18.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Metropol Baskets Ruhr;Rostock Seawolves;Metropol Ruhr;Rostock;0;72;93
18.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_HAKRO Merlins Crailsheim_TG Hanau;18.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;HAKRO Merlins Crailsheim;TG Hanau;Crailsheim;TG Hanau;1;77;75
18.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Dresden Titans_BBA Hagen;18.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Dresden Titans;BBA Hagen;Dresden;BBA Hagen;1;71;81
18.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_BBA Hagen_Dresden Titans;18.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;BBA Hagen;Dresden Titans;BBA Hagen;Dresden;0;81;71
18.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_BBA Giants Kornwestheim_Team Südhessen;18.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;BBA Giants Kornwestheim;Team Südhessen;Kornwestheim;Südhessen;1;62;76
18.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Basketball Löwen Erfurt_ART Giants Düsseldorf;18.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Basketball Löwen Erfurt;ART Giants Düsseldorf;Löwen Erfurt;Düsseldorf;1;54;81
18.02.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_ART Giants Düsseldorf_Basketball Löwen Erfurt;18.02.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;ART Giants Düsseldorf;Basketball Löwen Erfurt;Düsseldorf;Löwen Erfurt;0;81;54
18.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_UBC Münster_Baskets Juniors Oldenburg;18.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;UBC Münster;Baskets Juniors Oldenburg;Münster;Oldenburg;0;68;77
18.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Team Urspring_Bamberg freakcity academy;18.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Team Urspring;Bamberg freakcity academy;Urspring;Bamberg;0;90;61
18.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_ROTH Energie BBA GIESSEN 46ers_KICKZ IBAM;18.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;ROTH Energie BBA GIESSEN 46ers;KICKZ IBAM;Giessen;IBAM;0;63;85
18.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Porsche BBA Ludwigsburg_Niners Chemnitz Academy;18.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Porsche BBA Ludwigsburg;Niners Chemnitz Academy;Ludwigsburg;Chemnitz;0;77;85
18.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Niners Chemnitz Academy_Porsche BBA Ludwigsburg;18.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Niners Chemnitz Academy;Porsche BBA Ludwigsburg;Chemnitz;Ludwigsburg;1;85;77
18.02.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_KICKZ IBAM_ROTH Energie BBA GIESSEN 46ers;18.02.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;KICKZ IBAM;ROTH Energie BBA GIESSEN 46ers;IBAM;Giessen;1;85;63
